#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0002831	Regulation of response to biotic stimulus	16	361	1.05	1.66	1.27e-09	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000496832	RIPK2,OAS3,OASL,HLA-F,DTX3L,ERAP1,TRIM56,PLSCR1,PARP9,IFIT1,DDX58,TRIM5,LGALS9,OAS1,PARP14,ISG15
GO Process	GO:0006955	Immune response	26	1321	0.7	1.07	3.72e-09	9606.ENSP00000220751,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000359504,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,SLC15A3,OAS3,BST2,OASL,DTX3L,ERAP1,TRIM56,ISG20,MX2,OAS2,PARP9,GBP1,IFI44,IFI44L,IFIT1,IFIT3,DDX58,TRIM5,LGALS9,MX1,OAS1,PARP14,IFIT2,ISG15,IFIH1
GO Process	GO:0032728	Positive regulation of interferon-beta production	8	41	1.69	2.2	1.40e-08	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000305161,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,OAS3,TRIM56,OAS2,DDX58,OAS1,ISG15,IFIH1
GO Process	GO:0009605	Response to external stimulus	33	2355	0.55	0.84	1.48e-08	9606.ENSP00000220751,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000333657,9606.ENSP00000339328,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000359504,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000379038,9606.ENSP00000381601,9606.ENSP00000384638,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000464087,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,SLC15A3,OAS3,BST2,CMPK2,OASL,HERC6,DTX3L,ERAP1,TRIM56,ISG20,MX2,PLAUR,OAS2,PLSCR1,PARP9,GBP1,IFI44,IFI44L,IFIT1,IFIT3,DDX58,TRIM5,LGALS9,TYMP,MX1,CTNNA2,OAS1,PARP14,RNF213,IFIT2,ISG15,IFIH1
GO Process	GO:0002376	Immune system process	30	2121	0.55	0.81	1.46e-07	9606.ENSP00000220751,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000333657,9606.ENSP00000337354,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000359504,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000464087,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,SLC15A3,OAS3,BST2,OASL,HLA-F,HERC6,DTX3L,ERAP1,TRIM56,ISG20,MX2,LIPA,OAS2,PARP9,GBP1,IFI44,IFI44L,IFIT1,IFIT3,DDX58,TRIM5,LGALS9,MX1,OAS1,PARP14,RNF213,IFIT2,ISG15,IFIH1
GO Process	GO:0006950	Response to stress	37	3358	0.44	0.67	4.17e-07	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000245185,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000259727,9606.ENSP00000296161,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000308236,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000337354,9606.ENSP00000339328,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000355206,9606.ENSP00000359504,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000418194,9606.ENSP00000434024,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,PLAT,SLC15A3,OAS3,MT2A,BST2,OASL,GMPR,DTX3L,TRIM56,ISG20,COMMD1,UBA7,MX2,LIPA,PLAUR,OAS2,PLSCR1,PARP9,MT-ND3,GBP1,IFI44L,IFIT1,IFIT3,DDX58,TRIM5,LGALS9,MX1,OAS1,PNPT1,PARP14,H2AX,RNF213,CAMK1D,IFIT2,ISG15,IFIH1
GO Process	GO:0032101	Regulation of response to external stimulus	20	964	0.72	0.97	5.92e-07	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000339328,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000384638,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000478874,9606.ENSP00000496832	RIPK2,PLAT,OAS3,OASL,HLA-F,DTX3L,ERAP1,TRIM56,PLAUR,PLSCR1,PARP9,IFIT1,DDX58,TRIM5,LGALS9,CTNNA2,OAS1,PARP14,CAMK1D,ISG15
GO Process	GO:0045088	Regulation of innate immune response	11	238	1.07	1.26	2.34e-06	9606.ENSP00000228928,9606.ENSP00000259951,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000496832	OAS3,HLA-F,ERAP1,TRIM56,PLSCR1,PARP9,TRIM5,LGALS9,OAS1,PARP14,ISG15
GO Process	GO:0050776	Regulation of immune response	18	844	0.73	0.92	2.94e-06	9606.ENSP00000220751,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000356436,9606.ENSP00000359504,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,SLC15A3,OAS3,OASL,HLA-F,ERAP1,TRIM56,PLSCR1,PARP9,PLA2G4A,GBP1,DDX58,TRIM5,LGALS9,OAS1,PARP14,ISG15,IFIH1
GO Process	GO:0034097	Response to cytokine	17	804	0.73	0.87	8.91e-06	9606.ENSP00000220751,9606.ENSP00000245185,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000305161,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000359504,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000490935,9606.ENSP00000496832	RIPK2,MT2A,BST2,OASL,TRIM56,MX2,OAS2,PLSCR1,GBP1,IFIT1,IFIT3,LGALS9,MX1,OAS1,PNPT1,IFIT2,ISG15
GO Process	GO:0060759	Regulation of response to cytokine stimulus	9	163	1.14	1.19	1.36e-05	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000305161,9606.ENSP00000353512,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,OAS3,TRIM56,PARP9,DDX58,OAS1,PARP14,ISG15,IFIH1
GO Process	GO:0031347	Regulation of defense response	15	638	0.77	0.89	1.71e-05	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000259951,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000496832	RIPK2,OAS3,HLA-F,DTX3L,ERAP1,TRIM56,PLSCR1,PARP9,IFIT1,DDX58,TRIM5,LGALS9,OAS1,PARP14,ISG15
GO Process	GO:0035455	Response to interferon-alpha	5	22	1.76	1.34	3.20e-05	9606.ENSP00000252593,9606.ENSP00000333657,9606.ENSP00000360876,9606.ENSP00000388001,9606.ENSP00000490935	BST2,MX2,IFIT3,OAS1,IFIT2
GO Process	GO:0070106	interleukin-27-mediated signaling pathway	4	7	2.16	1.38	3.55e-05	9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000381601,9606.ENSP00000388001	OASL,OAS2,MX1,OAS1
GO Process	GO:0034340	Response to type I interferon	6	52	1.46	1.21	5.06e-05	9606.ENSP00000305161,9606.ENSP00000342278,9606.ENSP00000360869,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000496832	TRIM56,OAS2,IFIT1,MX1,OAS1,ISG15
GO Process	GO:0032760	Positive regulation of tumor necrosis factor production	7	101	1.24	1.06	0.00010	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000378856,9606.ENSP00000388001,9606.ENSP00000497271	RIPK2,OAS3,OAS2,DDX58,LGALS9,OAS1,IFIH1
GO Process	GO:0060700	Regulation of ribonuclease activity	4	10	2.0	1.23	0.00010	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000388001	OAS3,OASL,OAS2,OAS1
GO Process	GO:0060760	Positive regulation of response to cytokine stimulus	6	64	1.37	1.08	0.00014	9606.ENSP00000220751,9606.ENSP00000305161,9606.ENSP00000353512,9606.ENSP00000369213,9606.ENSP00000418194,9606.ENSP00000497271	RIPK2,TRIM56,PARP9,DDX58,PARP14,IFIH1
GO Process	GO:0002682	Regulation of immune system process	20	1438	0.55	0.6	0.00026	9606.ENSP00000220751,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000356436,9606.ENSP00000359504,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000478874,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,SLC15A3,OAS3,BST2,OASL,HLA-F,ERAP1,TRIM56,PLSCR1,PARP9,PLA2G4A,GBP1,DDX58,TRIM5,LGALS9,OAS1,PARP14,CAMK1D,ISG15,IFIH1
GO Process	GO:0045824	Negative regulation of innate immune response	6	74	1.31	0.98	0.00030	9606.ENSP00000228928,9606.ENSP00000259951,9606.ENSP00000378856,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000496832	OAS3,HLA-F,LGALS9,OAS1,PARP14,ISG15
GO Process	GO:0001959	Regulation of cytokine-mediated signaling pathway	7	152	1.07	0.76	0.0012	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000305161,9606.ENSP00000353512,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000496832	RIPK2,OAS3,TRIM56,PARP9,OAS1,PARP14,ISG15
GO Process	GO:0140374	Antiviral innate immune response	4	22	1.66	0.88	0.0012	9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001	IFIT1,DDX58,MX1,OAS1
GO Process	GO:0001819	Positive regulation of cytokine production	11	482	0.76	0.64	0.0013	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000259951,9606.ENSP00000305161,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000378856,9606.ENSP00000381101,9606.ENSP00000388001,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,OAS3,HLA-F,TRIM56,OAS2,DDX58,LGALS9,SERPINB7,OAS1,ISG15,IFIH1
GO Process	GO:0050896	Response to stimulus	51	7835	0.22	0.35	0.0016	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000245185,9606.ENSP00000252593,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259727,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000296181,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000308236,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000337354,9606.ENSP00000339328,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000353720,9606.ENSP00000355206,9606.ENSP00000356436,9606.ENSP00000359504,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360247,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000362942,9606.ENSP00000364382,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000379038,9606.ENSP00000381601,9606.ENSP00000384638,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000418194,9606.ENSP00000420127,9606.ENSP00000434024,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,PLAT,SLC15A3,OAS3,MT2A,BST2,RIDA,CMPK2,OASL,GMPR,HERC6,DTX3L,ITGB5,ERAP1,TRIM56,ISG20,COMMD1,UBA7,MX2,LIPA,PLAUR,OAS2,PLSCR1,PARP9,CES1,MT-ND3,PLA2G4A,GBP1,IFI44,IFI44L,CYP2J2,IFIT1,IFIT3,PHACTR4,PRXL2C,DDX58,TRIM5,LGALS9,TYMP,MX1,CTNNA2,OAS1,PNPT1,PARP14,RAB9A,H2AX,RNF213,CAMK1D,IFIT2,ISG15,IFIH1
GO Process	GO:0080134	Regulation of response to stress	18	1373	0.52	0.5	0.0020	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000228928,9606.ENSP00000259951,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000339328,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000388001,9606.ENSP00000418194,9606.ENSP00000434024,9606.ENSP00000496832	RIPK2,PLAT,OAS3,HLA-F,DTX3L,ERAP1,TRIM56,PLAUR,PLSCR1,PARP9,IFIT1,DDX58,TRIM5,LGALS9,OAS1,PARP14,H2AX,ISG15
GO Process	GO:0001817	Regulation of cytokine production	13	739	0.65	0.55	0.0023	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000259951,9606.ENSP00000305161,9606.ENSP00000342278,9606.ENSP00000359504,9606.ENSP00000369213,9606.ENSP00000378856,9606.ENSP00000381101,9606.ENSP00000388001,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,OAS3,BST2,HLA-F,TRIM56,OAS2,GBP1,DDX58,LGALS9,SERPINB7,OAS1,ISG15,IFIH1
GO Process	GO:0002753	Cytoplasmic pattern recognition receptor signaling pathway	4	28	1.56	0.79	0.0023	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000369213,9606.ENSP00000497271	RIPK2,OAS3,DDX58,IFIH1
GO Process	GO:0035456	Response to interferon-beta	4	31	1.51	0.74	0.0033	9606.ENSP00000252593,9606.ENSP00000345494,9606.ENSP00000388001,9606.ENSP00000400646	BST2,PLSCR1,OAS1,PNPT1
GO Process	GO:0032103	Positive regulation of response to external stimulus	10	453	0.75	0.55	0.0041	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000305161,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000478874	RIPK2,PLAT,OASL,HLA-F,TRIM56,PLSCR1,PARP9,TRIM5,LGALS9,CAMK1D
GO Process	GO:0009056	Catabolic process	21	1976	0.43	0.41	0.0061	9606.ENSP00000220751,9606.ENSP00000254878,9606.ENSP00000264346,9606.ENSP00000265605,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000306565,9606.ENSP00000312250,9606.ENSP00000333266,9606.ENSP00000337354,9606.ENSP00000342278,9606.ENSP00000353720,9606.ENSP00000356436,9606.ENSP00000369373,9606.ENSP00000379038,9606.ENSP00000400646,9606.ENSP00000414922,9606.ENSP00000417401,9606.ENSP00000464087,9606.ENSP00000479130,9606.ENSP00000496832	RIPK2,RIDA,HERC6,ALDH8A1,DTX3L,ERAP1,ISG20,ADPGK,UBA7,LIPA,OAS2,CES1,PLA2G4A,TRIM5,TYMP,PNPT1,USP41,HELZ2,RNF213,ACSF3,ISG15
GO Process	GO:0039528	Cytoplasmic pattern recognition receptor signaling pathway in response to virus	3	11	1.84	0.69	0.0061	9606.ENSP00000228928,9606.ENSP00000369213,9606.ENSP00000497271	OAS3,DDX58,IFIH1
GO Process	GO:0071345	Cellular response to cytokine stimulus	12	711	0.63	0.47	0.0070	9606.ENSP00000220751,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000359504,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000490935	RIPK2,MT2A,OASL,OAS2,GBP1,IFIT1,IFIT3,LGALS9,MX1,OAS1,PNPT1,IFIT2
