	fold_change	-log10(fdr_BH)	Gene
sp|O96011|PX11B_HUMAN Peroxisomal membrane protein 11B OS=Homo sapiens OX=9606 GN=PEX11B PE=1 SV=1	8.80423042746528	7.33516121802621	PEX11B
sp|P00156|CYB_HUMAN Cytochrome b OS=Homo sapiens OX=9606 GN=MT-CYB PE=1 SV=2	5.230064949058195	5.442364917276724	MT-CYB
sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1	4.488725465396672	6.573114696141385	SERPINC1
sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4	8.130178091051373	6.217102601033254	KRT14
sp|P05783|K1C18_HUMAN Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2	7.109641765367667	5.777986560723945	KRT18
sp|P06276|CHLE_HUMAN Cholinesterase OS=Homo sapiens OX=9606 GN=BCHE PE=1 SV=1	11.56736682362335	5.806436016734495	BCHE
sp|P06746|DPOLB_HUMAN DNA polymerase beta OS=Homo sapiens OX=9606 GN=POLB PE=1 SV=3	5.275425340830905	7.161253142077695	POLB
sp|P08134|RHOC_HUMAN Rho-related GTP-binding protein RhoC OS=Homo sapiens OX=9606 GN=RHOC PE=1 SV=1	22.570474139438204	7.33516121802621	RHOC
sp|P0CG34|TB15A_HUMAN Thymosin beta-15A OS=Homo sapiens OX=9606 GN=TMSB15A PE=1 SV=1	15.824647865065543	7.387188488872285	TMSB15A
sp|P0DPB6|RPAC2_HUMAN DNA-directed RNA polymerases I and III subunit RPAC2 OS=Homo sapiens OX=9606 GN=POLR1D PE=1 SV=1	8.745707675543844	7.33516121802621	POLR1D
sp|P10589|COT1_HUMAN COUP transcription factor 1 OS=Homo sapiens OX=9606 GN=NR2F1 PE=1 SV=1	9.824244210217627	6.134344002472582	NR2F1
sp|P11169|GTR3_HUMAN Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens OX=9606 GN=SLC2A3 PE=1 SV=1	4.255910462031694	6.945359340466823	SLC2A3
sp|P13645|K1C10_HUMAN Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6	21.608241377745728	7.33516121802621	KRT10
sp|P15954|COX7C_HUMAN Cytochrome c oxidase subunit 7C, mitochondrial OS=Homo sapiens OX=9606 GN=COX7C PE=1 SV=1	13.16349240272206	7.387188488872285	COX7C
sp|P21246|PTN_HUMAN Pleiotrophin OS=Homo sapiens OX=9606 GN=PTN PE=1 SV=1	17.91282439828833	6.509281430292579	PTN
sp|P21397|AOFA_HUMAN Amine oxidase [flavin-containing] A OS=Homo sapiens OX=9606 GN=MAOA PE=1 SV=1	4.117039056229583	6.906263276742356	MAOA
sp|P22090|RS4Y1_HUMAN Small ribosomal subunit protein eS4, Y isoform 1 OS=Homo sapiens OX=9606 GN=RPS4Y1 PE=1 SV=2	21.770613659075806	7.387188488872285	RPS4Y1
sp|P24468|COT2_HUMAN COUP transcription factor 2 OS=Homo sapiens OX=9606 GN=NR2F2 PE=1 SV=1	7.672149073982965	5.560590553418594	NR2F2
sp|P24593|IBP5_HUMAN Insulin-like growth factor-binding protein 5 OS=Homo sapiens OX=9606 GN=IGFBP5 PE=1 SV=1	12.511874320083232	6.435293406487849	IGFBP5
sp|P29083|T2EA_HUMAN General transcription factor IIE subunit 1 OS=Homo sapiens OX=9606 GN=GTF2E1 PE=1 SV=2	6.648614029622802	7.299943245773907	GTF2E1
sp|P29373|RABP2_HUMAN Cellular retinoic acid-binding protein 2 OS=Homo sapiens OX=9606 GN=CRABP2 PE=1 SV=2	8.570863056212549	7.33516121802621	CRABP2
sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1	8.836994749004665	7.33516121802621	SPR
sp|P35527|K1C9_HUMAN Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3	13.367400347365875	6.8424155184220705	KRT9
sp|P35754|GLRX1_HUMAN Glutaredoxin-1 OS=Homo sapiens OX=9606 GN=GLRX PE=1 SV=2	11.540833997418993	5.442364917276724	GLRX
sp|P35908|K22E_HUMAN Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2	2.5114928788859068	5.304119140815928	KRT2
sp|P40692|MLH1_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1	3.3793318528102922	6.638677236904823	MLH1
sp|P47712|PA24A_HUMAN Cytosolic phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G4A PE=1 SV=2	9.536978029346399	5.813943088446587	PLA2G4A
sp|P53582|MAP11_HUMAN Methionine aminopeptidase 1 OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=2	12.809478054761627	5.674306813375637	METAP1
sp|P54687|BCAT1_HUMAN Branched-chain-amino-acid aminotransferase, cytosolic OS=Homo sapiens OX=9606 GN=BCAT1 PE=1 SV=3	10.598164913243993	5.595501392567267	BCAT1
sp|P54760|EPHB4_HUMAN Ephrin type-B receptor 4 OS=Homo sapiens OX=9606 GN=EPHB4 PE=1 SV=2	8.198773012683096	5.548899430047891	EPHB4
sp|P54852|EMP3_HUMAN Epithelial membrane protein 3 OS=Homo sapiens OX=9606 GN=EMP3 PE=1 SV=1	7.82429106372775	7.33516121802621	EMP3
sp|P78332|RBM6_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=5	5.757674465742232	5.655945276468936	RBM6
sp|P80404|GABT_HUMAN 4-aminobutyrate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ABAT PE=1 SV=3	4.237245525004199	6.945359340466823	ABAT
sp|P82914|RT15_HUMAN Small ribosomal subunit protein uS15m OS=Homo sapiens OX=9606 GN=MRPS15 PE=1 SV=1	6.232058826470195	6.770451642097493	MRPS15
sp|Q00973|B4GN1_HUMAN Beta-1,4 N-acetylgalactosaminyltransferase 1 OS=Homo sapiens OX=9606 GN=B4GALNT1 PE=1 SV=2	15.22307729175562	6.330924931905506	B4GALNT1
sp|Q02127|PYRD_HUMAN Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3	8.650971070420006	5.437121971317062	DHODH
sp|Q04828|AK1C1_HUMAN Aldo-keto reductase family 1 member C1 OS=Homo sapiens OX=9606 GN=AKR1C1 PE=1 SV=1	10.9017348156617	6.8101005899225315	AKR1C1
sp|Q06330|SUH_HUMAN Recombining binding protein suppressor of hairless OS=Homo sapiens OX=9606 GN=RBPJ PE=1 SV=3	4.238767225998224	6.945359340466823	RBPJ
sp|Q08431|MFGM_HUMAN Lactadherin OS=Homo sapiens OX=9606 GN=MFGE8 PE=1 SV=3	7.527047960244283	6.028511587855544	MFGE8
sp|Q0VDG4|SCRN3_HUMAN Secernin-3 OS=Homo sapiens OX=9606 GN=SCRN3 PE=1 SV=1	4.637311141282391	7.034851265162741	SCRN3
sp|Q13322|GRB10_HUMAN Growth factor receptor-bound protein 10 OS=Homo sapiens OX=9606 GN=GRB10 PE=1 SV=2	3.883659005682489	6.755883059261898	GRB10
sp|Q13555|KCC2G_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=4	7.361450331502297	7.161253142077695	CAMK2G
sp|Q14194|DPYL1_HUMAN Dihydropyrimidinase-related protein 1 OS=Homo sapiens OX=9606 GN=CRMP1 PE=1 SV=1	12.255192199311812	7.061850692584773	CRMP1
sp|Q14642|I5P1_HUMAN Inositol polyphosphate-5-phosphatase A OS=Homo sapiens OX=9606 GN=INPP5A PE=1 SV=1	4.710740904453456	7.040330600539792	INPP5A
sp|Q15113|PCOC1_HUMAN Procollagen C-endopeptidase enhancer 1 OS=Homo sapiens OX=9606 GN=PCOLCE PE=1 SV=2	12.227661491923316	5.483824030891745	PCOLCE
sp|Q15155|NOMO1_HUMAN BOS complex subunit NOMO1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5	20.023221007661736	7.387188488872285	NOMO1
sp|Q15800|MSMO1_HUMAN Methylsterol monooxygenase 1 OS=Homo sapiens OX=9606 GN=MSMO1 PE=1 SV=1	5.676657620930703	7.161253142077695	MSMO1
sp|Q16540|RM23_HUMAN Large ribosomal subunit protein uL23m OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1	10.767199003427173	5.329901861504686	MRPL23
sp|Q24JP5|T132A_HUMAN Transmembrane protein 132A OS=Homo sapiens OX=9606 GN=TMEM132A PE=1 SV=1	4.941341483664072	5.469791143780142	TMEM132A
sp|Q3B726|RPA43_HUMAN DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens OX=9606 GN=POLR1F PE=1 SV=1	9.958749430111798	6.840937633646298	POLR1F
sp|Q53FP2|NACHO_HUMAN Novel acetylcholine receptor chaperone OS=Homo sapiens OX=9606 GN=TMEM35A PE=1 SV=2	7.7213812104713515	7.33516121802621	TMEM35A
sp|Q567U6|CCD93_HUMAN Coiled-coil domain-containing protein 93 OS=Homo sapiens OX=9606 GN=CCDC93 PE=1 SV=2	5.451422531769068	7.161253142077695	CCDC93
sp|Q56VL3|OCAD2_HUMAN OCIA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=OCIAD2 PE=1 SV=1	21.894957195637684	6.92671468598628	OCIAD2
sp|Q5MIZ7|P4R3B_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3B OS=Homo sapiens OX=9606 GN=PPP4R3B PE=1 SV=2	3.1714590319842078	6.5363536657206085	PPP4R3B
sp|Q5T3I0|GPTC4_HUMAN G patch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GPATCH4 PE=1 SV=2	6.968628707446801	5.864056822441116	GPATCH4
sp|Q5TC12|ATPF1_HUMAN ATP synthase mitochondrial F1 complex assembly factor 1 OS=Homo sapiens OX=9606 GN=ATPAF1 PE=1 SV=1	5.334568089822514	7.161253142077695	ATPAF1
sp|Q5W0V3|FHI2A_HUMAN FHF complex subunit HOOK interacting protein 2A OS=Homo sapiens OX=9606 GN=FHIP2A PE=1 SV=1	3.428574092049482	6.118857594978884	FHIP2A
sp|Q69YU5|UQCC6_HUMAN Ubiquinol-cytochrome-c reductase complex assembly factor 6 OS=Homo sapiens OX=9606 GN=UQCC6 PE=1 SV=2	13.683040475419684	5.550200578938913	UQCC6
sp|Q6NW29|RWDD4_HUMAN RWD domain-containing protein 4 OS=Homo sapiens OX=9606 GN=RWDD4 PE=1 SV=3	7.236785257442813	7.33516121802621	RWDD4
sp|Q6PCB5|RSBNL_HUMAN Lysine-specific demethylase RSBN1L OS=Homo sapiens OX=9606 GN=RSBN1L PE=1 SV=2	3.2381849737486896	6.252312779310336	RSBN1L
sp|Q6UVK1|CSPG4_HUMAN Chondroitin sulfate proteoglycan 4 OS=Homo sapiens OX=9606 GN=CSPG4 PE=1 SV=2	2.501648684997548	5.816505593837825	CSPG4
sp|Q6ZYL4|TF2H5_HUMAN General transcription factor IIH subunit 5 OS=Homo sapiens OX=9606 GN=GTF2H5 PE=1 SV=1	14.901584128056792	5.2798297953073385	GTF2H5
sp|Q709F0|ACD11_HUMAN Acyl-CoA dehydrogenase family member 11 OS=Homo sapiens OX=9606 GN=ACAD11 PE=1 SV=3	3.454327472982762	5.332563526148298	ACAD11
sp|Q7L7X3|TAOK1_HUMAN Serine/threonine-protein kinase TAO1 OS=Homo sapiens OX=9606 GN=TAOK1 PE=1 SV=1	4.2349286481437485	6.945359340466823	TAOK1
sp|Q86U44|MTA70_HUMAN N6-adenosine-methyltransferase catalytic subunit OS=Homo sapiens OX=9606 GN=METTL3 PE=1 SV=2	3.7913749395719605	5.85722148662983	METTL3
sp|Q86VQ3|TXND2_HUMAN Thioredoxin domain-containing protein 2 OS=Homo sapiens OX=9606 GN=TXNDC2 PE=1 SV=4	4.009962629069923	6.879569249963473	TXNDC2
sp|Q86W56|PARG_HUMAN Poly(ADP-ribose) glycohydrolase OS=Homo sapiens OX=9606 GN=PARG PE=1 SV=1	3.0531133223211384	5.3934568888467185	PARG
sp|Q86Y38|XYLT1_HUMAN Xylosyltransferase 1 OS=Homo sapiens OX=9606 GN=XYLT1 PE=1 SV=1	3.0739062016555687	5.466990697021508	XYLT1
sp|Q8IUX7|AEBP1_HUMAN Adipocyte enhancer-binding protein 1 OS=Homo sapiens OX=9606 GN=AEBP1 PE=1 SV=1	5.282211606923715	5.697462699454862	AEBP1
sp|Q8IZV5|RDH10_HUMAN Retinol dehydrogenase 10 OS=Homo sapiens OX=9606 GN=RDH10 PE=1 SV=1	7.634239178705465	7.33516121802621	RDH10
sp|Q8N5A5|ZGPAT_HUMAN Zinc finger CCCH-type with G patch domain-containing protein OS=Homo sapiens OX=9606 GN=ZGPAT PE=1 SV=3	6.332465279363022	5.627459175592229	ZGPAT
sp|Q8N6Y2|LRC17_HUMAN Leucine-rich repeat-containing protein 17 OS=Homo sapiens OX=9606 GN=LRRC17 PE=2 SV=1	10.21545482702125	5.69224983052547	LRRC17
sp|Q8N8Q8|COX18_HUMAN Cytochrome c oxidase assembly protein COX18, mitochondrial OS=Homo sapiens OX=9606 GN=COX18 PE=1 SV=1	5.2927398096910645	7.161253142077695	COX18
sp|Q8N9I9|DTX3_HUMAN Probable E3 ubiquitin-protein ligase DTX3 OS=Homo sapiens OX=9606 GN=DTX3 PE=1 SV=2	18.673874436036748	7.306151632382929	DTX3
sp|Q8NHQ9|DDX55_HUMAN ATP-dependent RNA helicase DDX55 OS=Homo sapiens OX=9606 GN=DDX55 PE=1 SV=3	5.603789272842522	7.161253142077695	DDX55
sp|Q8TEQ6|GEMI5_HUMAN Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3	6.305764677965055	6.9572690792482845	GEMIN5
sp|Q8TF66|LRC15_HUMAN Leucine-rich repeat-containing protein 15 OS=Homo sapiens OX=9606 GN=LRRC15 PE=1 SV=2	12.348136444425384	7.034851265162741	LRRC15
sp|Q8WU79|SMAP2_HUMAN Stromal membrane-associated protein 2 OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1	4.607657022854294	7.030753522566749	SMAP2
sp|Q8WUH6|TM263_HUMAN Transmembrane protein 263 OS=Homo sapiens OX=9606 GN=TMEM263 PE=1 SV=1	18.133317781811602	5.448059338053636	TMEM263
sp|Q8WUW1|BRK1_HUMAN Protein BRICK1 OS=Homo sapiens OX=9606 GN=BRK1 PE=1 SV=1	13.161201687322666	5.370550017022743	BRK1
sp|Q8WV22|NSE1_HUMAN Non-structural maintenance of chromosomes element 1 homolog OS=Homo sapiens OX=9606 GN=NSMCE1 PE=1 SV=5	5.98505175564493	7.193502792157508	NSMCE1
sp|Q8WWH5|TRUB1_HUMAN Pseudouridylate synthase TRUB1 OS=Homo sapiens OX=9606 GN=TRUB1 PE=1 SV=1	5.300480146482169	6.383348882929648	TRUB1
sp|Q8WXD5|GEMI6_HUMAN Gem-associated protein 6 OS=Homo sapiens OX=9606 GN=GEMIN6 PE=1 SV=1	7.6082633958561745	7.139067608653994	GEMIN6
sp|Q8WZA0|LZIC_HUMAN Protein LZIC OS=Homo sapiens OX=9606 GN=LZIC PE=1 SV=1	12.42182018091126	6.217102601033254	LZIC
sp|Q969X1|LFG3_HUMAN Protein lifeguard 3 OS=Homo sapiens OX=9606 GN=TMBIM1 PE=1 SV=2	5.739015340306219	6.076072659804783	TMBIM1
sp|Q96B36|AKTS1_HUMAN Proline-rich AKT1 substrate 1 OS=Homo sapiens OX=9606 GN=AKT1S1 PE=1 SV=1	6.23070241383899	7.015571566846691	AKT1S1
sp|Q96C12|ARMC5_HUMAN Armadillo repeat-containing protein 5 OS=Homo sapiens OX=9606 GN=ARMC5 PE=1 SV=2	3.074696553068368	5.803542962888039	ARMC5
sp|Q96CG8|CTHR1_HUMAN Collagen triple helix repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=CTHRC1 PE=1 SV=1	13.195804814541413	5.627459175592229	CTHRC1
sp|Q96DE0|NUD16_HUMAN U8 snoRNA-decapping enzyme OS=Homo sapiens OX=9606 GN=NUDT16 PE=1 SV=2	7.093453732813279	7.33516121802621	NUDT16
sp|Q96DG6|CMBL_HUMAN Carboxymethylenebutenolidase homolog OS=Homo sapiens OX=9606 GN=CMBL PE=1 SV=1	16.46861070313568	6.215148480690155	CMBL
sp|Q96GA3|LTV1_HUMAN Protein LTV1 homolog OS=Homo sapiens OX=9606 GN=LTV1 PE=1 SV=1	7.359146367505731	5.893953501119687	LTV1
sp|Q96GW9|SYMM_HUMAN Methionine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=MARS2 PE=1 SV=2	4.008405205896274	5.823366693142803	MARS2
sp|Q96KR6|F210B_HUMAN Protein FAM210B, mitochondrial OS=Homo sapiens OX=9606 GN=FAM210B PE=1 SV=2	7.369196124380121	6.886115620410485	FAM210B
sp|Q99496|RING2_HUMAN E3 ubiquitin-protein ligase RING2 OS=Homo sapiens OX=9606 GN=RNF2 PE=1 SV=1	12.32518768334501	7.161253142077695	RNF2
sp|Q99595|TI17A_HUMAN Mitochondrial import inner membrane translocase subunit Tim17-A OS=Homo sapiens OX=9606 GN=TIMM17A PE=1 SV=1	11.7721199780408	6.217102601033254	TIMM17A
sp|Q99633|PRP18_HUMAN Pre-mRNA-splicing factor 18 OS=Homo sapiens OX=9606 GN=PRPF18 PE=1 SV=1	5.100321050981723	6.700594622345823	PRPF18
sp|Q9BPX6|MICU1_HUMAN Calcium uptake protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=MICU1 PE=1 SV=1	8.589991972494133	6.513350913145254	MICU1
sp|Q9BRQ8|FSP1_HUMAN Ferroptosis suppressor protein 1 OS=Homo sapiens OX=9606 GN=AIFM2 PE=1 SV=1	4.82426195314092	6.324709946756411	AIFM2
sp|Q9BRT6|LLPH_HUMAN Protein LLP homolog OS=Homo sapiens OX=9606 GN=LLPH PE=1 SV=1	15.1112926727897	5.5722822886258285	LLPH
sp|Q9BS18|APC13_HUMAN Anaphase-promoting complex subunit 13 OS=Homo sapiens OX=9606 GN=ANAPC13 PE=1 SV=1	12.05385274616859	7.387188488872285	ANAPC13
sp|Q9BTC8|MTA3_HUMAN Metastasis-associated protein MTA3 OS=Homo sapiens OX=9606 GN=MTA3 PE=1 SV=2	11.726672391072121	6.67105487055887	MTA3
sp|Q9BTM9|URM1_HUMAN Ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=URM1 PE=1 SV=1	10.167244847768101	7.33516121802621	URM1
sp|Q9BVA1|TBB2B_HUMAN Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1	49.42070643065106	7.387188488872285	TUBB2B
sp|Q9BY50|SC11C_HUMAN Signal peptidase complex catalytic subunit SEC11C OS=Homo sapiens OX=9606 GN=SEC11C PE=1 SV=3	7.153891089215495	7.33516121802621	SEC11C
sp|Q9BZA7|PC11X_HUMAN Protocadherin-11 X-linked OS=Homo sapiens OX=9606 GN=PCDH11X PE=2 SV=1	2.497981252949141	5.921758214516083	PCDH11X
sp|Q9BZG1|RAB34_HUMAN Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1	13.369023450173136	7.045218051316723	RAB34
sp|Q9GZN8|ADSSP_HUMAN Adipose-secreted signaling protein OS=Homo sapiens OX=9606 GN=ADISSP PE=1 SV=3	7.5498217027393135	7.33516121802621	ADISSP
sp|Q9H0B6|KLC2_HUMAN Kinesin light chain 2 OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1	10.311202949835817	5.708384935224746	KLC2
sp|Q9H1C7|CYTM1_HUMAN Cysteine-rich and transmembrane domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CYSTM1 PE=1 SV=1	10.394572800415869	7.33516121802621	CYSTM1
sp|Q9H6F5|CCD86_HUMAN Coiled-coil domain-containing protein 86 OS=Homo sapiens OX=9606 GN=CCDC86 PE=1 SV=1	13.01288706298091	5.75916050800304	CCDC86
sp|Q9H6V9|LDAH_HUMAN Lipid droplet-associated hydrolase OS=Homo sapiens OX=9606 GN=LDAH PE=1 SV=1	5.363639427315783	7.161253142077695	LDAH
sp|Q9H6X2|ANTR1_HUMAN Anthrax toxin receptor 1 OS=Homo sapiens OX=9606 GN=ANTXR1 PE=1 SV=2	3.9669752765383124	6.864712544306236	ANTXR1
sp|Q9H920|RN121_HUMAN E3 ubiquitin ligase RNF121 OS=Homo sapiens OX=9606 GN=RNF121 PE=1 SV=1	5.345663153138871	7.161253142077695	RNF121
sp|Q9HC52|CBX8_HUMAN Chromobox protein homolog 8 OS=Homo sapiens OX=9606 GN=CBX8 PE=1 SV=3	4.863754510559002	7.055451854931558	CBX8
sp|Q9NRY5|F1142_HUMAN Protein FAM114A2 OS=Homo sapiens OX=9606 GN=FAM114A2 PE=1 SV=4	7.994383774841183	6.628712750930314	FAM114A2
sp|Q9NRZ5|PLCD_HUMAN 1-acyl-sn-glycerol-3-phosphate acyltransferase delta OS=Homo sapiens OX=9606 GN=AGPAT4 PE=1 SV=1	4.94546137430678	7.057327505279193	AGPAT4
sp|Q9NTG7|SIR3_HUMAN NAD-dependent protein deacetylase sirtuin-3, mitochondrial OS=Homo sapiens OX=9606 GN=SIRT3 PE=1 SV=2	4.88902493131564	6.780072038202554	SIRT3
sp|Q9NVA4|T184C_HUMAN Transmembrane protein 184C OS=Homo sapiens OX=9606 GN=TMEM184C PE=1 SV=2	4.731827906482642	5.833379262441411	TMEM184C
sp|Q9NXF7|DCA16_HUMAN DDB1- and CUL4-associated factor 16 OS=Homo sapiens OX=9606 GN=DCAF16 PE=1 SV=1	6.915577111057361	6.580558116712132	DCAF16
sp|Q9NYL4|FKB11_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP11 OS=Homo sapiens OX=9606 GN=FKBP11 PE=1 SV=1	13.032635957409699	5.454866231079484	FKBP11
sp|Q9NYM9|BET1L_HUMAN BET1-like protein OS=Homo sapiens OX=9606 GN=BET1L PE=1 SV=1	17.613794631370858	7.387188488872285	BET1L
sp|Q9NYV6|RRN3_HUMAN RNA polymerase I-specific transcription initiation factor RRN3 OS=Homo sapiens OX=9606 GN=RRN3 PE=1 SV=1	5.3587126047558575	7.161253142077695	RRN3
sp|Q9NZN3|EHD3_HUMAN EH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EHD3 PE=1 SV=2	13.472098800495257	6.406626132478157	EHD3
sp|Q9P0M6|H2AW_HUMAN Core histone macro-H2A.2 OS=Homo sapiens OX=9606 GN=MACROH2A2 PE=1 SV=3	16.288250085613967	7.18802746594762	MACROH2A2
sp|Q9UBB6|NCDN_HUMAN Neurochondrin OS=Homo sapiens OX=9606 GN=NCDN PE=1 SV=1	5.947931925231809	5.704759248272371	NCDN
sp|Q9UBI1|COMD3_HUMAN COMM domain-containing protein 3 OS=Homo sapiens OX=9606 GN=COMMD3 PE=1 SV=1	7.142146646747978	7.266153578185767	COMMD3
sp|Q9UBP6|TRMB_HUMAN tRNA (guanine-N(7)-)-methyltransferase OS=Homo sapiens OX=9606 GN=METTL1 PE=1 SV=1	15.96824139285172	7.33516121802621	METTL1
sp|Q9UHK6|AMACR_HUMAN Alpha-methylacyl-CoA racemase OS=Homo sapiens OX=9606 GN=AMACR PE=1 SV=2	5.082500111614505	6.118857594978884	AMACR
sp|Q9UI15|TAGL3_HUMAN Transgelin-3 OS=Homo sapiens OX=9606 GN=TAGLN3 PE=1 SV=2	12.797300489213665	7.387188488872285	TAGLN3
sp|Q9UKK6|NXT1_HUMAN NTF2-related export protein 1 OS=Homo sapiens OX=9606 GN=NXT1 PE=1 SV=1	8.598065010420234	7.33516121802621	NXT1
sp|Q9UN37|VPS4A_HUMAN Vacuolar protein sorting-associated protein 4A OS=Homo sapiens OX=9606 GN=VPS4A PE=1 SV=1	8.865230661433763	6.573114696141385	VPS4A
sp|Q9UQ13|SHOC2_HUMAN Leucine-rich repeat protein SHOC-2 OS=Homo sapiens OX=9606 GN=SHOC2 PE=1 SV=2	7.696879175884012	6.092490929866109	SHOC2
sp|Q9Y2M0|FAN1_HUMAN Fanconi-associated nuclease 1 OS=Homo sapiens OX=9606 GN=FAN1 PE=1 SV=4	2.8730982266619276	6.369095838505612	FAN1
