category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	Enrichment	GO_score
Process	GO:0042775	5	92	9606	MT-ND4,MT-ND3,SDHD,COX7A2L,UQCR11	MT-ND4,MT-ND3,SDHD,COX7A2L,UQCR11	3.16e-05	0.019	Mitochondrial ATP synthesis coupled electron transport	1.7212463990471711	1.1702404509455735	2.014272162209406
Process	GO:0060759	6	163	9606	STAT2,TBK1,RIGI,OAS1,PARP14,ISG15	STAT2,TBK1,DDX58,OAS1,PARP14,ISG15	4.09e-05	0.0229	Regulation of response to cytokine stimulus	1.640164517660112	1.0010219199347958	1.6418406344770538
Process	GO:0034097	12	804	9606	SHFL,OASL,STAT2,TBK1,MX2,ZC3H15,OAS2,IFIT1,MX1,IFITM3,OAS1,ISG15	SHFL,OASL,STAT2,TBK1,MX2,ZC3H15,OAS2,IFIT1,MX1,IFITM3,OAS1,ISG15	4.69e-05	0.0253	Response to cytokine	1.596879478824182	0.6089834712542836	0.9724732081890817
Process	GO:0006952	16	1394	9606	SHFL,OASL,STAT2,TBK1,MX2,LIPA,OAS2,HMGN2,IFIT1,RIGI,MX1,IFITM3,OAS1,IFI35,PARP14,ISG15	SHFL,OASL,STAT2,TBK1,MX2,LIPA,OAS2,HMGN2,IFIT1,DDX58,MX1,IFITM3,OAS1,IFI35,PARP14,ISG15	5.31e-05	0.0276	Defense response	1.5590909179347823	0.49491548284904424	0.7716182344552523
Process	GO:0060339	3	19	9606	STAT2,OAS1,ISG15	STAT2,OAS1,ISG15	7.36e-05	0.0361	Negative regulation of type I interferon-mediated signaling pathway	1.442492798094342	1.6334259277219436	2.3562051369594728
Process	GO:0019221	8	369	9606	OASL,STAT2,TBK1,ZC3H15,OAS2,MX1,IFITM3,OAS1	OASL,STAT2,TBK1,ZC3H15,OAS2,MX1,IFITM3,OAS1	8.16e-05	0.0388	Cytokine-mediated signaling pathway	1.4111682744057927	0.7711218947879933	1.0881827536244977
Process	GO:0035455	3	22	9606	MX2,IFITM3,OAS1	MX2,IFITM3,OAS1	0.00011	0.0489	Response to interferon-alpha	1.3106911408763797	1.5697568478525663	2.05746639381039
Component	GO:0005622	69	14891	9606	DRG2,APOC3,SDF2L1,SHFL,GINS2,OASL,MTFP1,SMG9,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,SAMD9L,TBK1,MORF4L1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,LRRC40,IFIT1,FABP3,SDHD,GPC6,COX7A2L,RIGI,SAMD9,KATNAL1,POMP,AKR1C1,QRICH1,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,TSC22D1,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,ARHGEF7,ISG15	DRG2,APOC3,SDF2L1,SHFL,GINS2,OASL,MTFP1,SMG9,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,SAMD9L,TBK1,MORF4L1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,LRRC40,IFIT1,FABP3,SDHD,GPC6,COX7A2L,DDX58,SAMD9,KATNAL1,POMP,AKR1C1,QRICH1,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,TSC22D1,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,ARHGEF7,ISG15	7.46e-05	0.0456	Intracellular anatomical structure	1.341035157335565	0.10098350106382063	0.1354224252374169
Component	GO:0005737	62	12056	9606	DRG2,APOC3,SDF2L1,SHFL,OASL,MTFP1,SMG9,VPS50,STAT2,MICOS10,SAMD9L,TBK1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,LRRC40,IFIT1,FABP3,SDHD,GPC6,COX7A2L,RIGI,SAMD9,KATNAL1,POMP,AKR1C1,QRICH1,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,TSC22D1,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,ARHGEF7,ISG15	DRG2,APOC3,SDF2L1,SHFL,OASL,MTFP1,SMG9,VPS50,STAT2,MICOS10,SAMD9L,TBK1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MT-ND4,MT-ND3,HMGN2,SLC30A10,LRRC40,IFIT1,FABP3,SDHD,GPC6,COX7A2L,DDX58,SAMD9,KATNAL1,POMP,AKR1C1,QRICH1,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,TSC22D1,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,ARHGEF7,ISG15	2.23e-05	0.0456	Cytoplasm	1.341035157335565	0.14624672414678855	0.19612199872599956
Component	GO:0005746	5	94	9606	MT-ND4,MT-ND3,SDHD,COX7A2L,UQCR11	MT-ND4,MT-ND3,SDHD,COX7A2L,UQCR11	3.48e-05	0.0456	Mitochondrial respirasome	1.341035157335565	1.16090042469143	1.556808283676996
Component	GO:0098800	6	158	9606	MICOS10,MT-ND4,MT-ND3,SDHD,COX7A2L,UQCR11	MICOS10,MT-ND4,MT-ND3,SDHD,COX7A2L,UQCR11	3.45e-05	0.0456	Inner mitochondrial membrane protein complex	1.341035157335565	1.014552437384331	1.3605504874928773
Component	GO:0098803	5	90	9606	MT-ND4,MT-ND3,SDHD,COX7A2L,UQCR11	MT-ND4,MT-ND3,SDHD,COX7A2L,UQCR11	2.85e-05	0.0456	Respiratory chain complex	1.341035157335565	1.1797857688518039	1.5821341941544393
Function	GO:0001730	3	4	9606	OASL,OAS2,OAS1	OASL,OAS2,OAS1	1.74e-06	0.0086	2-5-oligoadenylate synthetase activity	2.065501548756432	2.31011953734681	4.771555482202328
TISSUES	BTO:0000042	73	15148	9606	DRG2,APOC3,GNG11,SDF2L1,SHFL,GINS2,OASL,MTFP1,SMG9,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,SAMD9L,TBK1,MORF4L1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MPZL1,MT-ND4,MT-ND3,HMGN2,SLC30A10,ABRACL,DPCD,LRRC40,IFIT1,FABP3,SDHD,GPC6,COX7A2L,RIGI,SAMD9,KATNAL1,POMP,AKR1C1,QRICH1,TSPAN4,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,TSC22D1,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,TMEM222,ARFRP1,ARHGEF7,ISG15	DRG2,APOC3,GNG11,SDF2L1,SHFL,GINS2,OASL,MTFP1,SMG9,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,SAMD9L,TBK1,MORF4L1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MPZL1,MT-ND4,MT-ND3,HMGN2,SLC30A10,ABRACL,DPCD,LRRC40,IFIT1,FABP3,SDHD,GPC6,COX7A2L,DDX58,SAMD9,KATNAL1,POMP,AKR1C1,QRICH1,TSPAN4,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFT27,IFI35,TSC22D1,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,TMEM222,ARFRP1,ARHGEF7,ISG15	8.71e-08	0.00021	Animal	3.677780705266081	0.1180258376267773	0.43407314834662897
TISSUES	BTO:0001489	68	13099	9606	APOC3,GNG11,SHFL,GINS2,OASL,MTFP1,SMG9,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,SAMD9L,TBK1,MORF4L1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MPZL1,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,LRRC40,IFIT1,FABP3,SDHD,GPC6,COX7A2L,RIGI,SAMD9,POMP,AKR1C1,QRICH1,TSPAN4,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFI35,TSC22D1,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,TMEM222,ARFRP1,ARHGEF7,ISG15	APOC3,GNG11,SHFL,GINS2,OASL,MTFP1,SMG9,SETD7,ERCC3,GATAD1,JUNB,VPS50,STAT2,MICOS10,SAMD9L,TBK1,MORF4L1,MX2,LIPA,ZC3H15,GSPT2,OAS2,CDC16,ARIH2,METTL9,CNOT3,MPZL1,MT-ND4,MT-ND3,HMGN2,SLC30A10,DPCD,LRRC40,IFIT1,FABP3,SDHD,GPC6,COX7A2L,DDX58,SAMD9,POMP,AKR1C1,QRICH1,TSPAN4,PIP4P1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,S100A13,IFI35,TSC22D1,SERPINB2,TMBIM1,EIF2B1,EBP,PARP14,PTDSS1,TNFAIP2,UQCR11,DCP1A,MGST2,TMEM222,ARFRP1,ARHGEF7,ISG15	2.92e-07	0.00024	Whole body	3.619788758288394	0.15032904452152654	0.5441593854032573
TISSUES	BTO:0000081	42	6444	9606	GNG11,SHFL,OASL,MTFP1,ERCC3,GATAD1,JUNB,VPS50,MICOS10,TBK1,MORF4L1,LIPA,ZC3H15,OAS2,CNOT3,MPZL1,HMGN2,LRRC40,IFIT1,FABP3,SDHD,COX7A2L,RIGI,SAMD9,POMP,AKR1C1,QRICH1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,TSC22D1,SERPINB2,TMBIM1,EBP,PARP14,TNFAIP2,ARFRP1,ARHGEF7,ISG15	GNG11,SHFL,OASL,MTFP1,ERCC3,GATAD1,JUNB,VPS50,MICOS10,TBK1,MORF4L1,LIPA,ZC3H15,OAS2,CNOT3,MPZL1,HMGN2,LRRC40,IFIT1,FABP3,SDHD,COX7A2L,DDX58,SAMD9,POMP,AKR1C1,QRICH1,DDT,MX1,IFITM3,CERT1,IPO11,OAS1,TSC22D1,SERPINB2,TMBIM1,EBP,PARP14,TNFAIP2,ARFRP1,ARHGEF7,ISG15	1.86e-05	0.0113	Reproductive system	1.9469215565165803	0.2491520326058301	0.4850794631302125
TISSUES	BTO:0000345	25	2881	9606	APOC3,SHFL,MTFP1,SETD7,ERCC3,JUNB,STAT2,LIPA,ZC3H15,OAS2,HMGN2,FABP3,SDHD,AKR1C1,TSPAN4,DDT,IFITM3,OAS1,TSC22D1,TMBIM1,EIF2B1,EBP,PARP14,MGST2,ISG15	APOC3,SHFL,MTFP1,SETD7,ERCC3,JUNB,STAT2,LIPA,ZC3H15,OAS2,HMGN2,FABP3,SDHD,AKR1C1,TSPAN4,DDT,IFITM3,OAS1,TSC22D1,TMBIM1,EIF2B1,EBP,PARP14,MGST2,ISG15	3.1e-05	0.015	Digestive gland	1.8239087409443189	0.37345502434673467	0.6811478832555827
