category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	Enrichment	GO_score
COMPARTMENTS	GOCC:0031090	33	2290	9606	CNIH1,TMEM147,BST2,GTF3C3,RHOB,ANTXR1,VPS41,SIDT2,SMDT1,COL7A1,MFSD10,ATP7A,TAP1,MT-CYB,MT-ND4,MT-ND3,SDHC,DOLK,TAP2,SDHD,FUNDC1,RIGI,CLCN7,SLC30A5,MX1,IFITM3,CERT1,DPAGT1,COG6,CNEP1R1,UQCR11,ARFRP1,IFIH1	CNIH1,TMEM147,BST2,GTF3C3,RHOB,ANTXR1,VPS41,SIDT2,SMDT1,COL7A1,MFSD10,ATP7A,TAP1,MT-CYB,MT-ND4,MT-ND3,SDHC,DOLK,TAP2,SDHD,FUNDC1,DDX58,CLCN7,SLC30A5,MX1,IFITM3,CERT1,DPAGT1,COG6,CNEP1R1,UQCR11,ARFRP1,IFIH1	0.00011	0.0204	Organelle membrane	1.6903698325741012	0.30444513910037246	0.5146248788090956
COMPARTMENTS	GOCC:1990204	8	197	9606	GMPR,CPSF4,MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11	GMPR,CPSF4,MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11	0.00013	0.0227	Oxidoreductase complex	1.6439741428068773	0.7543904423927237	1.240198380874279
COMPARTMENTS	GOCC:0098800	7	155	9606	SMDT1,MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11	SMDT1,MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11	0.00018	0.0301	Inner mitochondrial membrane protein complex	1.5214335044061567	0.8005330234063384	1.217957763193961
COMPARTMENTS	GOCC:0032991	59	5325	9606	CLIC5,TMEM147,LAMA4,WDR77,XPO7,MATN2,IMP4,GMPR,PALS1,GTF3C3,SPC25,ANKRD40,CPSF4,VCAM1,DTX3L,MVD,XPO6,JUNB,COL3A1,VPS50,COMMD1,VPS41,STAT2,APOBEC3B,SMDT1,JAG2,H2AC20,COL7A1,MX2,ATP7A,TAP1,CDC16,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,GTF3C4,TAP2,SDHD,COL4A1,RIGI,EMILIN1,IGFBP3,VLDLR,CLCN7,IFITM3,IFT27,COG6,CNEP1R1,EIF2B1,HFE,INTS9,UQCR11,WASHC1,ARHGEF7,IFIH1	CLIC5,TMEM147,LAMA4,WDR77,XPO7,MATN2,IMP4,GMPR,MPP5,GTF3C3,SPC25,ANKRD40,CPSF4,VCAM1,DTX3L,MVD,XPO6,JUNB,COL3A1,VPS50,COMMD1,VPS41,STAT2,APOBEC3B,SMDT1,JAG2,H2AC20,COL7A1,MX2,ATP7A,TAP1,CDC16,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,GTF3C4,TAP2,SDHD,COL4A1,DDX58,EMILIN1,IGFBP3,VLDLR,CLCN7,IFITM3,IFT27,COG6,CNEP1R1,EIF2B1,HFE,INTS9,UQCR11,WASHC1,ARHGEF7,IFIH1	0.00022	0.0331	Protein-containing complex	1.4801720062242814	0.19029908109374188	0.2816753726451611
COMPARTMENTS	GOCC:0000262	3	15	9606	MT-CYB,MT-ND4,MT-ND3	MT-CYB,MT-ND4,MT-ND3	0.00028	0.0405	Mitochondrial chromosome	1.3925449767853315	1.446796677226354	2.014729445301268
COMPARTMENTS	GOCC:0005764	13	566	9606	UNC93B1,BST2,GALC,DTX3L,VPS41,SIDT2,LIPA,GPC6,VLDLR,CLCN7,IFITM3,IFI30,NAPRT	UNC93B1,BST2,GALC,DTX3L,VPS41,SIDT2,LIPA,GPC6,VLDLR,CLCN7,IFITM3,IFI30,NAPRT	0.00031	0.0422	Lysosome	1.3746875490383261	0.5068936026809383	0.6968203242926662
COMPARTMENTS	GOCC:0098796	22	1353	9606	CLIC5,CPSF4,VCAM1,VPS41,SMDT1,JAG2,ATP7A,TAP1,MT-CYB,MT-ND4,MT-ND3,SDHC,TAP2,SDHD,RIGI,EMILIN1,CLCN7,COG6,CNEP1R1,HFE,UQCR11,IFIH1	CLIC5,CPSF4,VCAM1,VPS41,SMDT1,JAG2,ATP7A,TAP1,MT-CYB,MT-ND4,MT-ND3,SDHC,TAP2,SDHD,DDX58,EMILIN1,CLCN7,COG6,CNEP1R1,HFE,UQCR11,IFIH1	0.00038	0.0456	Membrane protein complex	1.341035157335565	0.3568915657869562	0.47860413707684696
Process	GO:0051607	26	252	9606	UNC93B1,OAS3,BST2,SHFL,OASL,DTX3L,STAT2,APOBEC3B,MX2,OAS2,PARP9,STAT1,CNOT7,IFIT5,IFIT1,IFIT3,RIGI,TRIM22,TRIM5,MX1,IFITM3,ARMC5,OAS1,IFIT2,ISG15,IFIH1	UNC93B1,OAS3,BST2,SHFL,OASL,DTX3L,STAT2,APOBEC3B,MX2,OAS2,PARP9,STAT1,CNOT7,IFIT5,IFIT1,IFIT3,DDX58,TRIM22,TRIM5,MX1,IFITM3,ARMC5,OAS1,IFIT2,ISG15,IFIH1	1.3400000000000002e-21	2.1e-17	Defense response to virus	16.67778070526608	1.1593394887516468	19.33520975635526
Process	GO:0009615	27	356	9606	UNC93B1,OAS3,BST2,SHFL,OASL,DTX3L,STAT2,APOBEC3B,MX2,OAS2,PARP9,STAT1,CNOT7,IFI44,IFIT5,IFIT1,IFIT3,RIGI,TRIM22,TRIM5,MX1,IFITM3,ARMC5,OAS1,IFIT2,ISG15,IFIH1	UNC93B1,OAS3,BST2,SHFL,OASL,DTX3L,STAT2,APOBEC3B,MX2,OAS2,PARP9,STAT1,CNOT7,IFI44,IFIT5,IFIT1,IFIT3,DDX58,TRIM22,TRIM5,MX1,IFITM3,ARMC5,OAS1,IFIT2,ISG15,IFIH1	3.39e-19	1.77e-15	Response to virus	14.752026733638193	1.025680447748485	15.130865385355644
Process	GO:0045071	13	56	9606	OAS3,BST2,SHFL,OASL,APOBEC3B,OAS2,IFIT5,IFIT1,MX1,IFITM3,OAS1,ISG15,IFIH1	OAS3,BST2,SHFL,OASL,APOBEC3B,OAS2,IFIT5,IFIT1,MX1,IFITM3,OAS1,ISG15,IFIH1	2.44e-15	8.62e-12	Negative regulation of viral genome replication	11.064492734175287	1.5115220068630093	16.724224262481815
Process	GO:0048525	15	94	9606	OAS3,BST2,SHFL,OASL,APOBEC3B,OAS2,STAT1,IFIT5,IFIT1,TRIM5,MX1,IFITM3,OAS1,ISG15,IFIH1	OAS3,BST2,SHFL,OASL,APOBEC3B,OAS2,STAT1,IFIT5,IFIT1,TRIM5,MX1,IFITM3,OAS1,ISG15,IFIH1	2.2e-15	8.62e-12	Negative regulation of viral process	11.064492734175287	1.3487300870183556	14.923014248178198
Process	GO:0045069	14	86	9606	OAS3,BST2,SHFL,OASL,APOBEC3B,OAS2,CNOT7,IFIT5,IFIT1,MX1,IFITM3,OAS1,ISG15,IFIH1	OAS3,BST2,SHFL,OASL,APOBEC3B,OAS2,CNOT7,IFIT5,IFIT1,MX1,IFITM3,OAS1,ISG15,IFIH1	1.53e-14	3.67e-11	Regulation of viral genome replication	10.435333935747911	1.3573962659970433	14.164883318816445
