category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	Enrichment	GO_score
Process	GO:0009615	29	356	9606	OAS3,NMI,DHX58,BST2,OASL,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP1,IFI44,IFI44L,IFIT1,IFIT3,RIGI,TRIM5,RSAD2,LGALS9,MX1,OAS1,LGALS8,NT5C3A,IFITM2,TREX1,IFIT2,ISG15,MYD88	OAS3,NMI,DHX58,BST2,OASL,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP1,IFI44,IFI44L,IFIT1,IFIT3,DDX58,TRIM5,RSAD2,LGALS9,MX1,OAS1,LGALS8,NT5C3A,IFITM2,TREX1,IFIT2,ISG15,MYD88	4.040000000000001e-21	6.33e-17	Response to virus	16.198596289982646	1.047881268860617	16.974205634107896
Process	GO:0051607	25	252	9606	OAS3,DHX58,BST2,OASL,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP1,IFI44L,IFIT1,IFIT3,RIGI,TRIM5,RSAD2,MX1,OAS1,NT5C3A,IFITM2,TREX1,IFIT2,ISG15,MYD88	OAS3,DHX58,BST2,OASL,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP1,IFI44L,IFIT1,IFIT3,DDX58,TRIM5,RSAD2,MX1,OAS1,NT5C3A,IFITM2,TREX1,IFIT2,ISG15,MYD88	3.48e-20	2.73e-16	Defense response to virus	15.563837352959244	1.1334727368250297	17.64118531995834
Process	GO:0045071	13	56	9606	OAS3,BST2,OASL,N4BP1,ISG20,OAS2,IFIT1,RSAD2,MX1,OAS1,PARP10,IFITM2,ISG15	OAS3,BST2,OASL,N4BP1,ISG20,OAS2,IFIT1,RSAD2,MX1,OAS1,PARP10,IFITM2,ISG15	3.19e-15	1.25e-11	Negative regulation of viral genome replication	10.903089986991944	1.5026885942351724	16.383948965372507
Process	GO:0098542	35	989	9606	SLC15A3,OAS3,NMI,DHX58,BST2,OASL,N4BP1,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP4,GBP1,IFI44L,IFIT1,IFIT3,RIGI,TRIM5,RSAD2,BPGM,LGALS9,MX1,OAS1,PARP14,GSDMD,LGALS8,RNF213,NT5C3A,IFITM2,TREX1,IFIT2,ISG15,MYD88	SLC15A3,OAS3,NMI,DHX58,BST2,OASL,N4BP1,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP4,GBP1,IFI44L,IFIT1,IFIT3,DDX58,TRIM5,RSAD2,BPGM,LGALS9,MX1,OAS1,PARP14,GSDMD,LGALS8,RNF213,NT5C3A,IFITM2,TREX1,IFIT2,ISG15,MYD88	1.61e-14	5.05e-11	Defense response to other organism	10.296708621881338	0.6858050216876322	7.061534479740561
Process	GO:0048525	14	94	9606	OAS3,BST2,OASL,N4BP1,ISG20,OAS2,IFIT1,TRIM5,RSAD2,MX1,OAS1,PARP10,IFITM2,ISG15	OAS3,BST2,OASL,N4BP1,ISG20,OAS2,IFIT1,TRIM5,RSAD2,MX1,OAS1,PARP10,IFITM2,ISG15	6.14e-14	1.61e-10	Negative regulation of viral process	9.79317412396815	1.3099334510130753	12.82840637658155
Process	GO:0045087	30	754	9606	SLC15A3,OAS3,NMI,DHX58,BST2,OASL,N4BP1,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP4,GBP1,IFIT1,IFIT3,RIGI,TRIM5,RSAD2,LGALS9,MX1,OAS1,PARP14,GSDMD,IFITM2,TREX1,IFIT2,ISG15,MYD88	SLC15A3,OAS3,NMI,DHX58,BST2,OASL,N4BP1,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP4,GBP1,IFIT1,IFIT3,DDX58,TRIM5,RSAD2,LGALS9,MX1,OAS1,PARP14,GSDMD,IFITM2,TREX1,IFIT2,ISG15,MYD88	9.39e-14	2.1e-10	Innate immune response	9.67778070526608	0.7366831777844245	7.129458243856205
Process	GO:0050792	16	161	9606	OAS3,BST2,OASL,N4BP1,ISG20,OAS2,IFIT1,TRIM5,RSAD2,LGALS9,MX1,OAS1,SNF8,PARP10,IFITM2,ISG15	OAS3,BST2,OASL,N4BP1,ISG20,OAS2,IFIT1,TRIM5,RSAD2,LGALS9,MX1,OAS1,SNF8,PARP10,IFITM2,ISG15	2.86e-13	5.6e-10	Regulation of viral process	9.2518119729938	1.1342273755586112	10.493658413290493
Process	GO:1903900	15	139	9606	OAS3,BST2,OASL,N4BP1,ISG20,OAS2,IFIT1,TRIM5,RSAD2,LGALS9,MX1,OAS1,PARP10,IFITM2,ISG15	OAS3,BST2,OASL,N4BP1,ISG20,OAS2,IFIT1,TRIM5,RSAD2,LGALS9,MX1,OAS1,PARP10,IFITM2,ISG15	5.47e-13	8.58e-10	Regulation of viral life cycle	9.066512712151294	1.1700097277361223	10.607908069860228
Process	GO:0051707	38	1328	9606	SLC15A3,OAS3,NMI,DHX58,BST2,CMPK2,OASL,N4BP1,HERC6,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP4,GBP1,IFI44,IFI44L,IFIT1,IFIT3,RIGI,TRIM5,RSAD2,BPGM,LGALS9,MX1,OAS1,PARP14,GSDMD,LGALS8,RNF213,NT5C3A,IFITM2,TREX1,IFIT2,ISG15,MYD88	SLC15A3,OAS3,NMI,DHX58,BST2,CMPK2,OASL,N4BP1,HERC6,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP4,GBP1,IFI44,IFI44L,IFIT1,IFIT3,DDX58,TRIM5,RSAD2,BPGM,LGALS9,MX1,OAS1,PARP14,GSDMD,LGALS8,RNF213,NT5C3A,IFITM2,TREX1,IFIT2,ISG15,MYD88	6.13e-13	8.74e-10	Response to other organism	9.058488567365597	0.5935187905193475	5.376383178436166
Process	GO:0044419	40	1490	9606	SLC15A3,OAS3,NMI,DHX58,BST2,CMPK2,OASL,N4BP1,HERC6,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP4,GBP1,IFI44,IFI44L,IFIT1,IFIT3,HDAC1,RIGI,TRIM5,RSAD2,BPGM,LGALS9,MX1,OAS1,PARP14,SLC20A2,GSDMD,LGALS8,RNF213,NT5C3A,IFITM2,TREX1,IFIT2,ISG15,MYD88	SLC15A3,OAS3,NMI,DHX58,BST2,CMPK2,OASL,N4BP1,HERC6,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP4,GBP1,IFI44,IFI44L,IFIT1,IFIT3,HDAC1,DDX58,TRIM5,RSAD2,BPGM,LGALS9,MX1,OAS1,PARP14,SLC20A2,GSDMD,LGALS8,RNF213,NT5C3A,IFITM2,TREX1,IFIT2,ISG15,MYD88	9.34e-13	1.13e-09	Biological process involved in interspecies interaction between organisms	8.94692155651658	0.5658069918502244	5.0622307722125734
Process	GO:0006952	37	1394	9606	SLC15A3,OAS3,NMI,DHX58,BST2,OASL,N4BP1,DTX3L,FADD,ISG20,MX2,LIPA,OAS2,PARP9,GBP4,GBP1,IFI44L,IFIT1,IFIT3,RIGI,TRIM5,RSAD2,BPGM,LGALS9,MX1,OAS1,PARP14,GSDMD,LGALS8,RNF213,NT5C3A,CAMK1D,IFITM2,TREX1,IFIT2,ISG15,MYD88	SLC15A3,OAS3,NMI,DHX58,BST2,OASL,N4BP1,DTX3L,FADD,ISG20,MX2,LIPA,OAS2,PARP9,GBP4,GBP1,IFI44L,IFIT1,IFIT3,DDX58,TRIM5,RSAD2,BPGM,LGALS9,MX1,OAS1,PARP14,GSDMD,LGALS8,RNF213,NT5C3A,CAMK1D,IFITM2,TREX1,IFIT2,ISG15,MYD88	1.16e-11	1.21e-08	Defense response	7.91721462968355	0.5608722192395404	4.440545739546369
Process	GO:0006955	35	1321	9606	CNIH1,SLC15A3,OAS3,NMI,DHX58,BST2,OASL,N4BP1,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP4,GBP1,IFI44,IFI44L,IFIT1,IFIT3,RIGI,TRIM5,RABGEF1,RSAD2,LGALS9,MX1,OAS1,PRKD2,PARP14,GSDMD,IFITM2,TREX1,IFIT2,ISG15,MYD88	CNIH1,SLC15A3,OAS3,NMI,DHX58,BST2,OASL,N4BP1,DTX3L,FADD,ISG20,MX2,OAS2,PARP9,GBP4,GBP1,IFI44,IFI44L,IFIT1,IFIT3,DDX58,TRIM5,RABGEF1,RSAD2,LGALS9,MX1,OAS1,PRKD2,PARP14,GSDMD,IFITM2,TREX1,IFIT2,ISG15,MYD88	5.03e-11	4.93e-08	Immune response	7.30715308072277	0.5600984956702845	4.092725448145308
Process	GO:0002831	17	361	9606	OAS3,NMI,DHX58,OASL,HLA-F,N4BP1,DTX3L,FADD,PARP9,IFIT1,RIGI,TRIM5,LGALS9,OAS1,PARP14,TREX1,ISG15	OAS3,NMI,DHX58,OASL,HLA-F,N4BP1,DTX3L,FADD,PARP9,IFIT1,DDX58,TRIM5,LGALS9,OAS1,PARP14,TREX1,ISG15	3.15e-09	2.91e-06	Regulation of response to biotic stimulus	5.536107011014093	0.809874988407152	4.483554601365792
